Category,Type,Equipment,Exercise,Link,Pattern/Ability,Movement,Contraction,Orientation,Body Part,Parameter
Upper Body,Ballistic,MedBall,MB Supine Throw (CON),https://www.youtube.com/watch?v=YtZXfGU_fGM,Ballistic-Horizontal,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB Supine Throw (ECC-CON),https://www.youtube.com/watch?v=3oVuSC-_WdY,Ballistic-Horizontal,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB Chest Throw,https://www.youtube.com/watch?v=fYfeSf4e6nE,Ballistic-Horizontal,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB Kneeling Chest Throw,https://www.youtube.com/watch?v=doqvePYJvcY,Ballistic-Horizontal,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB Kneeling Jump to Throw,https://youtu.be/8_lw93S4nVw,Ballistic-Horizontal,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB Running Chest Throw,https://www.youtube.com/watch?v=hBTmmUS9JBc,Ballistic-Horizontal,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB Forward Throw,https://youtu.be/Fq6VvDOSY5g,Ballistic-Horizontal,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB Kneeling OH Throw,https://youtu.be/pYnwrzxzEWc,Ballistic-Vertical,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB Drop to OH Throw,https://youtu.be/ojlw-WxQLMw,Ballistic-Vertical,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB Altitude Drop to OH Throw,https://youtu.be/ZNApGyPdB3A,Ballistic-Vertical,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB Partner High Drop to OH Throw,https://youtu.be/eLSrFECOcNs,Ballistic-Vertical,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB Kneeling OH Mini Throws to Wall,https://www.youtube.com/watch?v=Oq4IE5_-EEA,Ballistic-Vertical,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB Wall Dribble,https://www.youtube.com/watch?v=yP0T0eQbDmg,Ballistic-Vertical,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB Kneeling Shoulder Throw,https://youtu.be/UNi3pwl5HxM,Ballistic-Vertical,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB Underhand Throw [Height],,Ballistic-Vertical,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB Underhand Backward Throw [Distance],,Ballistic-Vertical,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB Underhand Forward Throw [Distance],,Ballistic-Vertical,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB Drop to OH Throw,,Ballistic-Vertical,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB Higher Drop to OH Throw,,Ballistic-Vertical,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB Altitude Drop to OH Throw,https://youtu.be/viLBiDwjjFM,Ballistic-Vertical,,,,Upper Body,
Upper Body,Ballistic,MedBall,Approach MB OH Throw,,Ballistic-Vertical,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB Lateral Side Toss,https://www.youtube.com/watch?v=h_Tw7gsqc6c,Ballistic-Rotational,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB Linear Side Toss,https://www.youtube.com/watch?v=zoXaFkBA4FE,Ballistic-Rotational,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB Split Stance Anti Rotation Side Toss,https://www.youtube.com/watch?v=I5tkxAVEndc,Ballistic-Rotational,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB Half Kneeling Side Toss,https://youtu.be/DPCQJ1gBmbE,Ballistic-Rotational,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB SA Throw,https://www.youtube.com/watch?v=TAyMI0XsdJE,Ballistic-Rotational,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB Double Hop to SA Throw,https://www.youtube.com/watch?v=q2cZ46-l18E,Ballistic-Rotational,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB OH Stomp Shuffle & SA Throw,https://www.youtube.com/watch?v=86nA3DdTahQ,Ballistic-Rotational,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB Running Side Toss,https://youtu.be/AAqxrWFLfuY,Ballistic-Rotational,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB Running SA Throw,https://youtu.be/6dV0qfv9iYU,Ballistic-Rotational,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB Linear Catch & Scoop Toss,https://youtu.be/8A8esS0kkkk,Ballistic-Rotational,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB Lateral Catch & Scoop Toss,https://youtu.be/nUYeszoj38I,Ballistic-Rotational,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB Linear Catch & Throw ,https://youtu.be/sNLv20RMxdE,Ballistic-Rotational,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB Lateral Catch & Throw ,https://youtu.be/mRFWFNc2WNY,Ballistic-Rotational,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB Shuffle Catch & Throw,https://youtu.be/HdXyaf0uCf0,Ballistic-Rotational,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB Catch & Pivot Throw,https://youtu.be/F0fXH19JLNc,Ballistic-Rotational,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB OH Slam,https://www.youtube.com/watch?v=NYl5cKoc4es,Ballistic-Slams,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB Side to Side OH Stomp,https://youtu.be/jHE71FJU4ag,Ballistic-Slams,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB OH Rollover Stomp,https://youtu.be/-Im5BxzMfFA,Ballistic-Slams,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB Kneeling OH Stomp,https://youtu.be/L7GADtZYE9I,Ballistic-Slams,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB Kneeling Side to Side OH Stomp,https://youtu.be/Xkkya2TPRY8,Ballistic-Slams,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB Split Stance OH Catch & Slam,https://youtu.be/CaZqsQNdaP0,Ballistic-Slams,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB Half-Kneeling OH Catch & Slam,https://youtu.be/wFcXlySZR-Y,Ballistic-Slams,,,,Upper Body,
Upper Body,Ballistic,MedBall,MB Kneeling OH Catch & Slam,https://youtu.be/sW_SMsiVP-M,Ballistic-Slams,,,,Upper Body,
Upper Body,Ballistic,Mini MedBall,Mini MB Half-Kneeling ER [position 1 90-90],https://www.youtube.com/watch?v=Ytte5qRyooQ,Ballistic-Shoulder,,,,Upper Body,
Upper Body,Ballistic,Mini MedBall,Mini MB Half-Kneeling ER [position 2],https://www.youtube.com/watch?v=ZIWxjYeWFAc,Ballistic-Shoulder,,,,Upper Body,
Upper Body,Ballistic,Mini MedBall,Mini MB Half-Kneeling ER (position 3),https://www.youtube.com/watch?v=Pk44ENpWot8,Ballistic-Shoulder,,,,Upper Body,
Upper Body,Ballistic,Mini MedBall,Mini MB Half-Kneeling Travels,https://www.youtube.com/watch?v=_SU6OCv2_S4,Ballistic-Shoulder,,,,Upper Body,
Upper Body,Ballistic,Mini MedBall,Mini MB SA Lying Throw,https://www.youtube.com/watch?v=DJt9GqfHrx0,Ballistic-Shoulder,,,,Upper Body,
Upper Body,Ballistic,Mini MedBall,Mini MB ER Toss to Wall,https://youtu.be/zHlxZovOUMw,Ballistic-Shoulder,,,,Upper Body,
Upper Body,Ballistic,Mini MedBall,Mini MB Half-Kneeling ER Toss to Wall,https://youtu.be/SanydC7uSkw,Ballistic-Shoulder,,,,Upper Body,
Upper Body,Ballistic,Mini MedBall,Mini MB Deceleration Catch & Throw,https://youtu.be/J1JLXoYV5M8,Ballistic-Shoulder,,,,Upper Body,
Upper Body,Ballistic,Mini MedBall,Mini MB Half-Kneeling Deceleration Catch & Throw,https://youtu.be/_IPO_i0m_go,Ballistic-Shoulder,,,,Upper Body,
Upper Body,Ballistic,Mini MedBall,Mini MB Figure 8 Throw,https://youtu.be/UNJU1C8GNl0,Ballistic-Shoulder,,,,Upper Body,
Upper Body,Ballistic,Mini MedBall,Mini MB Mimick Handball Throw,https://youtu.be/9C106e-7r5M,Ballistic-Shoulder,,,,Upper Body,
Trunk & Core,Grinding,BB,BB Hollow Body Press,https://www.youtube.com/watch?v=iQKiHrgMSi8,,,,,Core,
Trunk & Core,Grinding,DB/KB,DB Hollow Body Press,https://www.youtube.com/watch?v=wtX-yJPc5kw,,,,,Core,
Trunk & Core,Grinding,DB/KB,DB Hollow Body Fly,https://www.youtube.com/watch?v=HnmqaZ222tc,,,,,Core,
Trunk & Core,Grinding,DB/KB,KB Reverse Crunch,https://www.youtube.com/watch?v=rPVYsFKZ3eE,,,,,Core,
Trunk & Core,Grinding,DB/KB,KB Halo,https://www.youtube.com/watch?v=wdqRjeDVKqk,,,,,Core,
Trunk & Core,Grinding,DB/KB,KB Pendulum Swing,https://youtu.be/4V4O7VMiWss,,,,,Core,
Trunk & Core,Grinding,DB/KB,DB Oblique Side Bends,https://youtu.be/qb2qsK08IdI,,,,,Core,
Trunk & Core,Grinding,DB/KB,DB Leg Lift Press,https://www.youtube.com/watch?v=ofCjrSW63Ag,,,,,Core,
Trunk & Core,Grinding,DB/KB,DB Leg Lift Lateral Raise,https://www.youtube.com/watch?v=l216H_F6bc0,,,,,Core,
Trunk & Core,Grinding,DB/KB,DB Bench Birddog Row,https://www.youtube.com/watch?v=u-FsCoKiWnw,,,,,Core,
Trunk & Core,Grinding,DB/KB,DB Plank Row [Floor],https://www.youtube.com/watch?v=VZq2q2sBwLM,,,,,Core,
Trunk & Core,Grinding,DB/KB,DB Plank Row [Bench],https://www.youtube.com/watch?v=tnAXyszgBnU,,,,,Core,
Trunk & Core,Grinding,DB/KB,DB Kneeling OH Hold to Stand,https://youtu.be/QNbiDrCaTIs,,,,,Core,
Trunk & Core,Grinding,Landmine,Landmine Anti Rotation,https://www.youtube.com/watch?v=N9grk5I8FlY,,,,,Core,
Trunk & Core,Grinding,Landmine,Landmine Split Stance Anti Rotation,https://www.youtube.com/watch?v=cfktJE83C6U,,,,,Core,
Trunk & Core,Grinding,Landmine,Landmine Anti Rotation Switch,https://www.youtube.com/watch?v=KNVf98QOLrs,,,,,Core,
Trunk & Core,Grinding,Landmine,Landmine Half Kneeling Anti Rotation,https://www.youtube.com/watch?v=43kPrz78tAY,,,,,Core,
Trunk & Core,Grinding,Landmine,Landmine Hollow Body Press,https://www.youtube.com/watch?v=8KwSI0mP6Bw,,,,,Core,
Trunk & Core,Grinding,Landmine,Landmine Hollow Body Lateral Drop,https://www.youtube.com/watch?v=JpeyQ_dG3aU,,,,,Core,
Trunk & Core,Grinding,Landmine,Landmine Lateral Rollout [Knees Bent],https://www.youtube.com/watch?v=A1V_SKnIaIc,,,,,Core,
Trunk & Core,Grinding,Landmine,Landmine Lateral Rollout,https://www.youtube.com/watch?v=lofa9JT7XTI,,,,,Core,
Trunk & Core,Grinding,Landmine,Landmine Rotation Drop Catch,https://www.youtube.com/watch?v=fqGyffyokcc,,,,,Core,
Trunk & Core,Grinding,Misc,Plank,https://www.youtube.com/watch?v=JDZPcU8lSHE,,,,,Core,
Trunk & Core,Grinding,Misc,RKC Plank,https://www.youtube.com/watch?v=RZT6BU1BO-Y,,,,,Core,
Trunk & Core,Grinding,Misc,Plank [Leg Lifts],https://www.youtube.com/watch?v=qn7A7g0PgRk,,,,,Core,
Trunk & Core,Grinding,Misc,High Plank [Leg Lifts],https://www.youtube.com/watch?v=vkLBMMQQE_w,,,,,Core,
Trunk & Core,Grinding,Misc,Side Plank,https://www.youtube.com/watch?v=Zc2QOqL-NSA,,,,,Core,
Trunk & Core,Grinding,Misc,Side Plank [Upper Leg Lifted],https://www.youtube.com/watch?v=wNOCNAp1Ly8,,,,,Core,
Trunk & Core,Grinding,Misc,Side Plank [Hip Flex],https://www.youtube.com/watch?v=ElbthHTlklk,,,,,Core,
Trunk & Core,Grinding,Misc,Side Plank & Row,https://www.youtube.com/watch?v=u_lCduey-BQ,,,,,Core,
Trunk & Core,Grinding,Misc,Mermaid Plank [Low],https://www.youtube.com/watch?v=gSz-jv9Krt8,,,,,Core,
Trunk & Core,Grinding,Misc,Mermaid Plank [High],https://www.youtube.com/watch?v=z54iLKKAeG0,,,,,Core,
Trunk & Core,Grinding,Misc,Da Vinci Plank,https://www.youtube.com/watch?v=DaUe1IaEGxE,,,,,Core,
Trunk & Core,Grinding,Misc,Da Vinci Plank [Elbow],https://www.youtube.com/watch?v=M9lFn9V1iRY,,,,,Core,
Trunk & Core,Grinding,Misc,Front Plank Reach,https://www.youtube.com/watch?v=taUdsWuMtJg,,,,,Core,
Trunk & Core,Grinding,Misc,Slider Plank,https://www.youtube.com/watch?v=TVr31YCu-9M,,,,,Core,
Trunk & Core,Grinding,Misc,Leg Lifts,https://www.youtube.com/watch?v=C1EAMYP77GU,,,,,Core,
Trunk & Core,Grinding,Misc,TRX Plank,https://www.youtube.com/watch?v=Z-6WcaVYHt8,,,,,Core,
Trunk & Core,Grinding,Misc,TRX Extension Plank,https://www.youtube.com/watch?v=T5UuVBelQXY,,,,,Core,
Trunk & Core,Grinding,Misc,TRX Flutter,https://www.youtube.com/watch?v=vgESoc8SqRM,,,,,Core,
Trunk & Core,Grinding,Misc,TRX Fallout Extensions,https://www.youtube.com/watch?v=4FQlLhx1czU,,,,,Core,
Trunk & Core,Grinding,Misc,TRX SL Fallout,https://www.youtube.com/watch?v=-aMdhf8IXKM,,,,,Core,
Trunk & Core,Grinding,Misc,Bear Crawl [Backwards],https://www.youtube.com/watch?v=oSId815-RaU,,,,,Core,
Trunk & Core,Grinding,Misc,Bear Crawl [Lateral],https://www.youtube.com/watch?v=qEDloxBQ99E,,,,,Core,
Trunk & Core,Grinding,Misc,Bear Crawl T-Spine,https://www.youtube.com/watch?v=VwHNpmfGWoE,,,,,Core,
Trunk & Core,Grinding,Misc,Bear Crawl Jumps,https://www.youtube.com/watch?v=W1YSiMdOLzs,,,,,Core,
Trunk & Core,Grinding,Misc,Bear Crawl Switches,https://www.youtube.com/watch?v=pf-1r1Vlp90,,,,,Core,
Trunk & Core,Grinding,Misc,Bear Crawl Hand Lifts,https://www.youtube.com/watch?v=QnKPNnyegUw,,,,,Core,
Trunk & Core,Grinding,Misc,Bear Crawl [Vest],https://youtu.be/nTRCioecL7M,,,,,Core,
Trunk & Core,Grinding,Misc,Birddog,https://www.youtube.com/watch?v=deu5FcPCeMI,,,,,Core,
Trunk & Core,Grinding,Misc,Birddog [Knees Lifted],https://www.youtube.com/watch?v=trjuLFQy7Ww,,,,,Core,
Trunk & Core,Grinding,Misc,Birddog [Banded],https://www.youtube.com/watch?v=0e_mzydHlqU,,,,,Core,
Trunk & Core,Grinding,Misc,Scorpion,https://www.youtube.com/watch?v=q0tJ2KyynHc,,,,,Core,
Trunk & Core,Grinding,Misc,Ring L-Sit,https://www.youtube.com/watch?v=Pxth0Y-MO3o,,,,,Core,
Trunk & Core,Grinding,Misc,Ring L-Sit [Tucked],https://www.youtube.com/watch?v=g182gVfHEeM,,,,,Core,
Trunk & Core,Grinding,Misc,Parallete L-Sit,https://www.youtube.com/watch?v=R3mEbw3ETbM,,,,,Core,
Trunk & Core,Grinding,Misc,Parallete L-Sit [Tucked],https://www.youtube.com/watch?v=lMYp65ZRTtc,,,,,Core,
Trunk & Core,Grinding,Misc,Hanging L-Sit,https://www.youtube.com/watch?v=36SMVcRTh54,,,,,Core,
Trunk & Core,Grinding,Misc,Hanging Knee Tucks,https://www.youtube.com/watch?v=-Ez_rbNOkBo,,,,,Core,
Trunk & Core,Grinding,Misc,Hanging Hollow Body Hold,https://www.youtube.com/watch?v=pxcFmFcM2cM,,,,,Core,
Trunk & Core,Grinding,Misc,Hanging Leg Raise,https://www.youtube.com/watch?v=Kc5bH20s-OE,,,,,Core,
Trunk & Core,Grinding,Misc,MB 3-Way Hanging Leg Raise,https://www.youtube.com/watch?v=td6I0oV9Bxc,,,,,Core,
Trunk & Core,Grinding,Misc,Dead Bug [Legs Only],https://www.youtube.com/watch?v=t9HgAENrEk8,,,,,Core,
Trunk & Core,Grinding,Misc,Dead Bug,https://www.youtube.com/watch?v=gyrGE-c0o10,,,,,Core,
Trunk & Core,Grinding,Misc,Dead Bug [Banded],https://youtu.be/CFeJ7OsVSqU,,,,,Core,
Trunk & Core,Grinding,Misc,PB Dead Bug,https://www.youtube.com/watch?v=3zu_Dks7aV4,,,,,Core,
Trunk & Core,Grinding,Misc,FR Dead Bug,https://www.youtube.com/watch?v=MCksMjRLqIU,,,,,Core,
Trunk & Core,Grinding,Misc,GHD Reverse Plank ,https://www.youtube.com/watch?v=CR32MQv2iuk,,,,,Core,
Trunk & Core,Grinding,Misc,GHD Reverse SL Plank,https://www.youtube.com/watch?v=YwIodoWXEMM,,,,,Core,
Trunk & Core,Grinding,Misc,GHD Side Plank,https://www.youtube.com/watch?v=vVt6tk6z4rk,,,,,Core,
Trunk & Core,Grinding,Misc,Hollow Body Hold,https://www.youtube.com/watch?v=kWn_VnlDteQ,,,,,Core,
Trunk & Core,Grinding,Misc,Hollow Body Roll,https://www.youtube.com/watch?v=8Q09w1g4G8s,,,,,Core,
Trunk & Core,Grinding,Misc,PB Stir the Pot,https://www.youtube.com/watch?v=VQqzK0nCsDo,,,,,Core,
Trunk & Core,Grinding,Misc,PB Bodysaw,https://www.youtube.com/watch?v=pLOVHB6pjAM,,,,,Core,
Trunk & Core,Grinding,Misc,PB Plank [Legs on PB],https://www.youtube.com/watch?v=O14ATnnMW4c,,,,,Core,
Trunk & Core,Grinding,Misc,PB SL Plank,https://www.youtube.com/watch?v=FNL7WKyI-SA,,,,,Core,
Trunk & Core,Grinding,Misc,PB Plank Bear,https://www.youtube.com/watch?v=5DGxZ4E4RlE,,,,,Core,
Trunk & Core,Grinding,Misc,PB Body Saw,https://www.youtube.com/watch?v=pLOVHB6pjAM,,,,,Core,
Trunk & Core,Grinding,Misc,Ab Rollout,https://youtu.be/lmui4rXagzM,,,,,Core,
Trunk & Core,Grinding,Misc,Reverse Crunch,https://youtu.be/OW7lpPvN1Cw,,,,,Core,
Trunk & Core,Grinding,Misc,BW Reverse Crunch,https://www.youtube.com/watch?v=MHkJTl7hNfg,,,,,Core,
Trunk & Core,Grinding,Misc,Ab Bridge,https://www.youtube.com/watch?v=1yM3elamSSk,,,,,Core,
Trunk & Core,Grinding,Misc,PB Pike Roll,https://www.youtube.com/watch?v=q5zLnisMUII,,,,,Core,
Trunk & Core,Grinding,Misc,MB Russian Twist,https://youtu.be/Rvppan95a34,,,,,Core,
Trunk & Core,Grinding,Misc,Chin Up,https://www.youtube.com/watch?v=y7RDafigol0,,,,,Core,
Trunk & Core,Grinding,Misc,Chin Up [L-Sit],https://www.youtube.com/watch?v=-hsIYe4SNLA,,,,,Core,
Trunk & Core,Grinding,Misc,Alekna,https://www.youtube.com/watch?v=M9HTEddh4sM,,,,,Core,
Trunk & Core,Grinding,Misc,Parachuter,https://www.youtube.com/watch?v=AKn-TLmn4jE,,,,,Core,
Trunk & Core,Grinding,Misc,Dragon Flag [ECC Only],https://www.youtube.com/watch?v=1mLkb8QAvJg,,,,,Core,
Trunk & Core,Grinding,Misc,Bench Walkout,https://www.youtube.com/watch?v=p892tSRZgVQ,,,,,Core,
Trunk & Core,Grinding,Misc,Bench Walk Out [Leg Lift] ,https://www.youtube.com/watch?v=0q7T3JcXO0w,,,,,Core,
Trunk & Core,Grinding,Misc,Band Wide Stance Anti Rotation,https://www.youtube.com/watch?v=Y0aCeeC1CCA,,,,,Core,
Trunk & Core,Grinding,Misc,Band Pallof Press [Perturbations],https://youtu.be/-VWN4t-w6E0,,,,,Core,
Trunk & Core,Grinding,Misc,Cable Rotation,https://youtu.be/PGYJYERAWac,,,,,Core,
Trunk & Core,Grinding,Misc,Banded Rotation,https://youtu.be/l2WmDZ02Lmk,,,,,Core,
Trunk & Core,Grinding,Misc,Cable Pallof Press,https://youtu.be/9PsWRXfU1h4,,,,,Core,
Trunk & Core,Grinding,Misc,Cable Wide Stance Anti Rotation Chop,https://youtu.be/hUbRkz4AxkE,,,,,Core,
Trunk & Core,Grinding,Misc,Cable Half Kneeling Anti Rotation Chop [High-Low],https://youtu.be/ielTENoFbR0,,,,,Core,
Trunk & Core,Grinding,Misc,Cable Half Kneeling Anti Rotation Chop [Cross Body],https://youtu.be/w0beAdv3IwM,,,,,Core,
Trunk & Core,Grinding,Misc,Cable Half Kneeling Lift [Flexion-Rotation],https://youtu.be/5kFJ4p2WkEI,,,,,Core,
Trunk & Core,Grinding,Misc,Cable Kneeling Lift [Flexion-Rotation],https://youtu.be/Xtl04g89pXM,,,,,Core,
Trunk & Core,Grinding,Misc,Banded A-Position Cross,https://youtu.be/a3COz7pruCI,,,,,Core,
Trunk & Core,Grinding,Misc,PB Bumper Rotation,https://youtu.be/cQKwpbtADmE,,,,,Core,
Trunk & Core,Grinding,Misc,Bumper Anti Rotation,https://youtu.be/VKPlB413Ss4,,,,,Core,
Trunk & Core,Grinding,Misc,Bumper IsoHold [90 degree],https://youtu.be/porF4nP797M,,,,,Core,
Trunk & Core,Grinding,Misc,Bumper Side Lying Press,https://youtu.be/C7zfgZIXnPE,,,,,Core,
Trunk & Core,Grinding,Misc,Bumper U Abs,https://youtu.be/IfnUjAbq1S4,,,,,Core,
Trunk & Core,Grinding,Misc,Bumper A-Position Cross,https://youtu.be/wA5siMvTVZc,,,,,Core,
Trunk & Core,Grinding,Misc,Bear Crawl [Banded],https://youtu.be/R3uThJpNJ2g,,,,,Core,
Trunk & Core,Grinding,Misc,Slider Plank Ride [Forward],https://youtu.be/3rzw0IrLzGU,,,,,Core,
Trunk & Core,Grinding,Misc,Slider Plank Ride [Backward],https://youtu.be/vIG9bV-M4-c,,,,,Core,
Trunk & Core,Grinding,Misc,Bench Side Bend,https://youtu.be/PQuqYiJ6xYw,,,,,Core,
Trunk & Core,Grinding,Misc,BW Elevated Side Bend [Isometric],https://youtu.be/Qk1C6dtxCOo,,,,,Core,
Trunk & Core,Grinding,Misc,BW Elevated Side Bend - Elbow [Isometric],https://youtu.be/zFKruj2qWZ0,,,,,Core,
Trunk & Core,Grinding,MedBall,MB Split Stance Anti Rotation Chop [No Drop],https://www.youtube.com/watch?v=T9V595wafjE,,,,,Core,
Trunk & Core,Grinding,MedBall,MB Seated Pass,https://www.youtube.com/watch?v=6Cx7YeiOl9o,,,,,Core,
Trunk & Core,Grinding,MedBall,MB Side Toss,https://www.youtube.com/watch?v=h_Tw7gsqc6c,,,,,Core,
Trunk & Core,Grinding,MedBall,MB Rotational Toss,https://www.youtube.com/watch?v=zoXaFkBA4FE,,,,,Core,
Trunk & Core,Grinding,MedBall,MB Split Stance Anti Rotation Scoop Toss,https://www.youtube.com/watch?v=I5tkxAVEndc,,,,,Core,
Trunk & Core,Grinding,MedBall,MB Split Stance Chop,https://youtu.be/YTUM0ZfSiio,,,,,Core,
Trunk & Core,Grinding,MedBall,MB A Position Throws,https://youtu.be/-jnxkEIpTZA,,,,,Core,
Trunk & Core,Grinding,MedBall,MB Split Stance Chop,https://youtu.be/9UJa_9BPhlU,,,,,Core,
Trunk & Core,Grinding,MedBall,MB Contralateral Flexion,https://youtu.be/6Snowi6dr0c,,,,,Core,
Trunk & Core,Grinding,MedBall,MB Pallof Press [IsoPush],https://youtu.be/W-wSs6LnTi8,,,,,Core,
Trunk & Core,Grinding,MedBall,MB HbH Power Pass,https://youtu.be/2UEoYyoomZo,,,,,Core,
Trunk & Core,Grinding,UB/TB,UB Carry,https://www.youtube.com/watch?v=72oDhpXscCo,,,,,Core,
Trunk & Core,Grinding,DB/KB,KB Suitcase Carry [2-arm],https://www.youtube.com/watch?v=tVupwuyr-1U,,,,,Core,
Trunk & Core,Grinding,DB/KB,KB Suitcase Carry [1-arm],https://www.youtube.com/watch?v=hvI8XposZNk,,,,,Core,
Trunk & Core,Grinding,DB/KB,KB OH Carry,https://www.youtube.com/watch?v=0BBTPd6YZH0,,,,,Core,
Trunk & Core,Grinding,DB/KB,KB Waiter Carry,https://www.youtube.com/watch?v=wWgcblCu3tY,,,,,Core,
Trunk & Core,Grinding,DB/KB,KB Heavy Log Carry,https://youtu.be/gfbbPpyqfGM,,,,,Core,
Trunk & Core,Grinding,Misc,PB Plank,https://youtu.be/Djp9e_Zw3z0,,,,,Core,
Trunk & Core,Grinding,Misc,SA High Plank,https://youtu.be/AqPQF0EBFDU,,,,,Core,
Trunk & Core,Grinding,Misc,High Plank Shoulder Taps,https://youtu.be/3Nid_6THYoo,,,,,Core,
Trunk & Core,Grinding,Misc,Bear Crawl Shoulder Taps,https://youtu.be/0TNzUSzKetM,,,,,Core,
Trunk & Core,Grinding,Misc,TRX Bear [SA Hold],https://youtu.be/6RhPmPRqQLA,,,,,Core,
Jump,Land,,Soft Mat 2-1 Landings,https://youtu.be/03CxqRC25V0,,,,Vertical,,
Jump,Land,,Standing Landing [Tall to Short],https://youtu.be/beEsRxn1tiw?t=15,,,,Vertical,,
Jump,Land,,SL Standing Landing [Tall to Short; 2-1],https://youtu.be/beEsRxn1tiw?t=30,,,,Vertical,,
Jump,Land,,SL Vertical Landing,https://youtu.be/nXktShOccf4,,,,Vertical,,
Jump,Land,,Rotational Landing,https://youtu.be/yr1qAD8V_80,,,,Vertical,,
Jump,Land,,SL Rotational Landing,https://youtu.be/yr1qAD8V_80?t=45,,,,Vertical,,
Jump,Land,,Altitude Landing,https://youtu.be/tzkxuksWrAA,,,,Vertical,,
Jump,Land,,SL Altitude Landing,https://youtu.be/tzkxuksWrAA?t=28,,,,Vertical,,
Jump,Land,,Altitude Rotational Landing ,https://youtu.be/PcD7_rrte64,,,,Vertical,,
Jump,Land,,SL Altitude Rotational Landing ,https://youtu.be/PcD7_rrte64?t=35,,,,Vertical,,
Jump,Land,,High Altitude SSC Drop,https://youtu.be/ltW4XSNx-sA,,,,Vertical,,
Jump,Land,,High Altitude SSC Drop [Stiff Ankle],https://youtu.be/ut1v2eIsp8Q,,,,Vertical,,
Jump,Land,,High Altitude SL SSC Drop,https://youtu.be/6TpSgNnfAsw,,,,Vertical,,
Jump,Land,,Hurdle Landings,https://youtu.be/LA_oX_0hqTg,,,,Vertical,,
Jump,Land,,Hurdle Lateral Landings,https://youtu.be/i0GUGw1brsI,,,,Vertical,,
Jump,Land,,Hurdle Rotational Landings,https://youtu.be/S4NnXQY77Ys,,,,Vertical,,
Jump,Land,,Hurdle 2-1 Landings,https://youtu.be/X_nRD-DX_Zw,,,,Vertical,,
Jump,Land,,SL Hurdle Landings,https://www.youtube.com/watch?v=WjcX3ywSE7E,,,,Vertical,,
Jump,Land,,SL Hurdle Lateral Landings,https://www.youtube.com/watch?v=doCaYHOzwPc,,,,Vertical,,
Jump,Land,,SL Hurdle Rotational Landings,https://www.youtube.com/watch?v=mVrn4brBg3s,,,,Vertical,,
Jump,Land,,Awkward Angle Landing,https://youtu.be/Xp3J4nuSP38,,,,Vertical,,
Jump,Land,,SL Awkward Angle Landing,https://youtu.be/8xFeFbZXY80,,,,Vertical,,
Jump,Land,,Altitude Drop,https://youtu.be/4yt-JwpqHd0,,,,Vertical,,
Jump,Land,,SL Altitude Drop,https://youtu.be/gxO9Nv1gvds,,,,Vertical,,
Jump,Land,,Altitude Drop Landing [Loaded],https://youtu.be/h_VF3jDQado,,,,Vertical,,
Jump,Land,,Altitude Drop [Partner Push],https://youtu.be/J7avKSK7yiU,,,,Vertical,,
Jump,Land,,Altitude Drop [Reactive],https://youtu.be/gC3Hdm9Zm9A,,,,Vertical,,
Jump,Land,,MB FH Altitude Drops,https://youtu.be/1vxgxrh9ILA,,,,Vertical,,
